timestamp,location,temperature,energy_consumption
2024-01-04 06:00:00,Madurai,25.0,56.71
2024-01-04 07:00:00,Madurai,26.7,69.47
2024-01-04 08:00:00,Salem,27.7,69.44
2024-01-04 09:00:00,Coimbatore,25.9,70.28
2024-01-04 10:00:00,Chennai,31.9,104.08
2024-01-04 11:00:00,Salem,27.8,78.92
2024-01-04 12:00:00,Madurai,30.8,88.68
2024-01-04 13:00:00,Madurai,31.0,89.63
2024-01-04 14:00:00,Chennai,34.3,108.14
2024-01-04 15:00:00,Coimbatore,25.4,67.39
2024-01-04 16:00:00,Salem,28.8,72.37
2024-01-04 17:00:00,Salem,26.0,64.52
2024-01-04 18:00:00,Coimbatore,24.0,57.56
2024-01-04 19:00:00,Salem,23.4,51.43
2024-01-04 20:00:00,Salem,22.5,48.7
2024-01-04 21:00:00,Coimbatore,19.8,52.11
2024-01-04 22:00:00,Salem,21.9,41.87
2024-01-04 23:00:00,Coimbatore,18.1,49.51
2024-01-05 00:00:00,Chennai,23.4,45.68
2024-01-05 01:00:00,Madurai,20.4,39.35
2024-01-05 02:00:00,Madurai,21.6,42.03
2024-01-05 03:00:00,Chennai,22.2,50.42
2024-01-05 04:00:00,Salem,22.6,42.24
2024-01-05 05:00:00,Chennai,27.5,75.62
2024-01-05 06:00:00,Salem,24.4,45.9
2024-01-05 07:00:00,Chennai,28.1,80.44
2024-01-05 08:00:00,Salem,25.7,61.78
2024-01-05 09:00:00,Salem,27.8,64.52
2024-01-05 10:00:00,Salem,26.9,73.46
2024-01-05 11:00:00,Madurai,29.7,93.09
2024-01-05 12:00:00,Coimbatore,28.8,77.59
2024-01-05 13:00:00,Madurai,32.4,97.69
2024-01-05 14:00:00,Coimbatore,31.2,81.62
2024-01-05 15:00:00,Salem,27.3,68.24
2024-01-05 16:00:00,Madurai,30.2,92.6
2024-01-05 17:00:00,Coimbatore,25.1,63.54
2024-01-05 18:00:00,Madurai,25.8,65.78
2024-01-05 19:00:00,Madurai,25.2,65.88
2024-01-05 20:00:00,Chennai,24.6,61.79
2024-01-05 21:00:00,Chennai,23.6,55.52
2024-01-05 22:00:00,Chennai,22.2,56.03
2024-01-05 23:00:00,Chennai,20.5,44.98
2024-01-06 00:00:00,Coimbatore,16.7,31.38
2024-01-06 01:00:00,Madurai,22.0,41.13
2024-01-06 02:00:00,Madurai,21.4,45.89
2024-01-06 03:00:00,Coimbatore,19.3,44.35
2024-01-06 04:00:00,Salem,22.0,37.84
2024-01-06 05:00:00,Madurai,25.7,60.31
2024-01-06 06:00:00,Chennai,27.2,67.1
2024-01-06 07:00:00,Salem,25.0,62.39
2024-01-06 08:00:00,Madurai,30.0,77.18
2024-01-06 09:00:00,Madurai,31.5,94.96
2024-01-06 10:00:00,Madurai,30.9,87.56
2024-01-06 11:00:00,Madurai,32.0,103.43
2024-01-06 12:00:00,Chennai,33.5,108.42
2024-01-06 13:00:00,Madurai,32.2,93.02
2024-01-06 14:00:00,Salem,29.6,79.31
2024-01-06 15:00:00,Coimbatore,27.8,80.0
2024-01-06 16:00:00,Madurai,29.1,89.1
2024-01-06 17:00:00,Chennai,27.0,81.21
2024-01-06 18:00:00,Coimbatore,24.4,60.92
2024-01-06 19:00:00,Coimbatore,20.6,59.15
2024-01-06 20:00:00,Salem,21.1,50.49
2024-01-06 21:00:00,Chennai,25.1,55.75
2024-01-06 22:00:00,Coimbatore,20.2,39.82
2024-01-06 23:00:00,Coimbatore,20.5,40.56
2024-01-07 00:00:00,Salem,19.2,37.86
2024-01-07 01:00:00,Salem,18.3,39.98
2024-01-07 02:00:00,Chennai,22.4,50.13
2024-01-07 03:00:00,Chennai,23.6,50.54
2024-01-07 04:00:00,Salem,22.1,43.5
2024-01-07 05:00:00,Chennai,27.1,63.37
2024-01-07 06:00:00,Salem,24.1,47.71
2024-01-07 07:00:00,Coimbatore,25.2,54.43
2024-01-07 08:00:00,Salem,25.8,56.28
2024-01-07 09:00:00,Coimbatore,27.6,73.5
2024-01-07 10:00:00,Coimbatore,27.9,76.32
2024-01-07 11:00:00,Madurai,30.0,91.73
2024-01-07 12:00:00,Chennai,31.7,102.48
2024-01-07 13:00:00,Madurai,30.6,92.93
2024-01-07 14:00:00,Madurai,30.0,91.91
2024-01-07 15:00:00,Salem,30.2,82.39
2024-01-07 16:00:00,Salem,26.9,72.5
2024-01-07 17:00:00,Madurai,27.0,73.59
2024-01-07 18:00:00,Coimbatore,21.0,60.94
2024-01-07 19:00:00,Coimbatore,21.2,58.79
2024-01-07 20:00:00,Coimbatore,20.7,49.28
2024-01-07 21:00:00,Salem,20.2,45.61
2024-01-07 22:00:00,Coimbatore,20.9,40.58
2024-01-07 23:00:00,Chennai,22.0,47.52
2024-01-08 00:00:00,Coimbatore,20.1,30.5
2024-01-08 01:00:00,Chennai,22.3,50.57
2024-01-08 02:00:00,Chennai,22.8,51.27
2024-01-08 03:00:00,Chennai,23.4,51.54
2024-01-08 04:00:00,Salem,22.0,48.39
2024-01-08 05:00:00,Madurai,26.8,59.32
2024-01-08 06:00:00,Madurai,23.3,67.13
2024-01-08 07:00:00,Coimbatore,22.4,52.98
2024-01-08 08:00:00,Madurai,27.9,76.01
2024-01-08 09:00:00,Chennai,30.6,90.17
2024-01-08 10:00:00,Salem,29.7,80.83
2024-01-08 11:00:00,Madurai,31.4,96.8
2024-01-08 12:00:00,Salem,29.1,79.52
2024-01-08 13:00:00,Chennai,33.1,112.07
2024-01-08 14:00:00,Coimbatore,29.1,82.76
2024-01-08 15:00:00,Madurai,29.8,89.36
2024-01-08 16:00:00,Coimbatore,27.2,70.17
2024-01-08 17:00:00,Coimbatore,25.2,67.4
2024-01-08 18:00:00,Chennai,26.4,76.6
2024-01-08 19:00:00,Coimbatore,23.1,53.68
2024-01-08 20:00:00,Chennai,24.7,61.09
2024-01-08 21:00:00,Coimbatore,20.0,58.09
2024-01-08 22:00:00,Madurai,23.5,47.02
2024-01-08 23:00:00,Madurai,18.3,38.79
2024-01-09 00:00:00,Madurai,19.3,37.21
2024-01-09 01:00:00,Coimbatore,17.3,35.3
2024-01-09 02:00:00,Salem,19.8,37.2
2024-01-09 03:00:00,Chennai,23.2,51.61
2024-01-09 04:00:00,Coimbatore,19.2,45.21
2024-01-09 05:00:00,Chennai,24.6,55.46
2024-01-09 06:00:00,Coimbatore,22.5,51.36
2024-01-09 07:00:00,Salem,28.8,63.74
2024-01-09 08:00:00,Coimbatore,28.2,68.47
2024-01-09 09:00:00,Salem,27.6,66.49
2024-01-09 10:00:00,Coimbatore,27.4,69.23
2024-01-09 11:00:00,Madurai,29.5,91.63
2024-01-09 12:00:00,Coimbatore,26.3,75.77
2024-01-09 13:00:00,Coimbatore,28.2,83.19
2024-01-09 14:00:00,Salem,27.7,75.48
2024-01-09 15:00:00,Salem,28.0,78.62
2024-01-09 16:00:00,Coimbatore,24.1,56.84
2024-01-09 17:00:00,Salem,24.9,66.22
2024-01-09 18:00:00,Coimbatore,23.7,60.17
2024-01-09 19:00:00,Madurai,25.2,67.47
2024-01-09 20:00:00,Salem,22.5,51.48
2024-01-09 21:00:00,Coimbatore,18.4,43.45
2024-01-09 22:00:00,Madurai,22.7,42.08
2024-01-09 23:00:00,Coimbatore,17.8,36.77
2024-01-10 00:00:00,Chennai,22.8,47.26
2024-01-10 01:00:00,Chennai,22.2,48.27
2024-01-10 02:00:00,Coimbatore,17.6,31.54
2024-01-10 03:00:00,Salem,20.6,33.47
2024-01-10 04:00:00,Chennai,25.0,52.81
2024-01-10 05:00:00,Coimbatore,23.0,44.69
2024-01-10 06:00:00,Madurai,25.9,55.63
2024-01-10 07:00:00,Chennai,30.2,78.04
2024-01-10 08:00:00,Madurai,29.8,77.78
2024-01-10 09:00:00,Coimbatore,26.8,69.95
2024-01-10 10:00:00,Salem,29.8,74.94
2024-01-10 11:00:00,Madurai,33.2,98.75
2024-01-10 12:00:00,Madurai,33.4,104.97
2024-01-10 13:00:00,Chennai,30.4,91.12
2024-01-10 14:00:00,Coimbatore,26.8,73.62
2024-01-10 15:00:00,Salem,29.9,85.7
2024-01-10 16:00:00,Chennai,28.3,85.65
2024-01-10 17:00:00,Salem,24.3,58.55
2024-01-10 18:00:00,Coimbatore,23.0,64.11
2024-01-10 19:00:00,Madurai,25.3,64.05
2024-01-10 20:00:00,Madurai,23.4,61.38
2024-01-10 21:00:00,Coimbatore,19.2,49.12
2024-01-10 22:00:00,Coimbatore,18.4,41.7
2024-01-10 23:00:00,Madurai,20.4,46.54
2024-01-11 00:00:00,Chennai,21.0,46.28
2024-01-11 01:00:00,Madurai,24.0,44.59
2024-01-11 02:00:00,Chennai,23.1,44.82
2024-01-11 03:00:00,Madurai,23.6,44.56
2024-01-11 04:00:00,Madurai,23.0,47.25
2024-01-11 05:00:00,Chennai,25.6,64.05
2024-01-11 06:00:00,Salem,23.7,43.9
2024-01-11 07:00:00,Coimbatore,21.7,57.95
2024-01-11 08:00:00,Salem,25.4,61.86
2024-01-11 09:00:00,Chennai,28.4,79.46
2024-01-11 10:00:00,Chennai,28.7,92.97
2024-01-11 11:00:00,Coimbatore,27.0,83.31
2024-01-11 12:00:00,Chennai,33.7,110.7
2024-01-11 13:00:00,Coimbatore,28.3,85.31
2024-01-11 14:00:00,Madurai,32.0,96.43
2024-01-11 15:00:00,Chennai,31.1,90.79
2024-01-11 16:00:00,Madurai,29.5,78.79
2024-01-11 17:00:00,Chennai,27.3,83.47
2024-01-11 18:00:00,Chennai,27.7,78.93
2024-01-11 19:00:00,Madurai,25.7,62.9
2024-01-11 20:00:00,Salem,21.4,49.71
2024-01-11 21:00:00,Chennai,24.2,60.5
2024-01-11 22:00:00,Coimbatore,19.9,37.26
2024-01-11 23:00:00,Salem,19.1,35.83
2024-01-12 00:00:00,Salem,18.2,39.04
2024-01-12 01:00:00,Madurai,19.8,36.21
2024-01-12 02:00:00,Coimbatore,19.4,40.49
2024-01-12 03:00:00,Coimbatore,20.4,37.45
2024-01-12 04:00:00,Madurai,22.6,49.68
2024-01-12 05:00:00,Madurai,24.8,58.07
2024-01-12 06:00:00,Coimbatore,24.3,53.93
2024-01-12 07:00:00,Chennai,29.1,83.84
2024-01-12 08:00:00,Chennai,31.4,86.59
2024-01-12 09:00:00,Salem,29.7,81.34
2024-01-12 10:00:00,Coimbatore,26.7,68.33
2024-01-12 11:00:00,Coimbatore,30.4,86.29
2024-01-12 12:00:00,Coimbatore,27.9,79.17
2024-01-12 13:00:00,Salem,30.7,87.22
2024-01-12 14:00:00,Chennai,31.5,100.83
2024-01-12 15:00:00,Chennai,30.1,90.86
2024-01-12 16:00:00,Coimbatore,23.9,58.17
2024-01-12 17:00:00,Coimbatore,24.7,67.62
2024-01-12 18:00:00,Madurai,24.2,65.84
2024-01-12 19:00:00,Coimbatore,23.5,60.72
2024-01-12 20:00:00,Coimbatore,22.9,51.78
2024-01-12 21:00:00,Salem,20.1,39.78
2024-01-12 22:00:00,Chennai,23.1,56.94
2024-01-12 23:00:00,Madurai,20.4,43.14
2024-01-13 00:00:00,Madurai,20.3,41.37
2024-01-13 01:00:00,Coimbatore,19.7,32.92
2024-01-13 02:00:00,Salem,20.2,41.59
2024-01-13 03:00:00,Coimbatore,22.2,35.89
2024-01-13 04:00:00,Salem,21.5,39.15
2024-01-13 05:00:00,Coimbatore,23.5,46.55
2024-01-13 06:00:00,Madurai,26.2,57.67
2024-01-13 07:00:00,Madurai,28.3,73.97
2024-01-13 08:00:00,Salem,26.6,70.28
2024-01-13 09:00:00,Coimbatore,27.1,68.6
2024-01-13 10:00:00,Coimbatore,27.8,76.84
2024-01-13 11:00:00,Chennai,30.9,85.86
2024-01-13 12:00:00,Coimbatore,29.4,82.78
2024-01-13 13:00:00,Salem,30.2,82.43
2024-01-13 14:00:00,Chennai,32.1,98.13
2024-01-13 15:00:00,Salem,30.0,86.24
2024-01-13 16:00:00,Madurai,30.3,87.42
2024-01-13 17:00:00,Chennai,27.9,83.66
2024-01-13 18:00:00,Coimbatore,24.0,57.95
2024-01-13 19:00:00,Madurai,24.1,53.77
2024-01-13 20:00:00,Coimbatore,21.1,47.43
2024-01-13 21:00:00,Chennai,22.8,61.25
2024-01-13 22:00:00,Madurai,23.7,39.64
2024-01-13 23:00:00,Madurai,21.7,41.56
2024-01-14 00:00:00,Chennai,21.9,43.4
2024-01-14 01:00:00,Coimbatore,20.2,42.49
2024-01-14 02:00:00,Chennai,20.2,50.08
2024-01-14 03:00:00,Madurai,20.2,42.16
2024-01-14 04:00:00,Madurai,24.6,54.64
2024-01-14 05:00:00,Madurai,24.9,51.04
2024-01-14 06:00:00,Salem,24.9,54.92
2024-01-14 07:00:00,Salem,24.3,47.41
2024-01-14 08:00:00,Coimbatore,26.1,68.53
2024-01-14 09:00:00,Chennai,33.1,98.14
2024-01-14 10:00:00,Madurai,31.4,87.67
2024-01-14 11:00:00,Salem,29.6,79.83
2024-01-14 12:00:00,Salem,29.1,81.09
2024-01-14 13:00:00,Chennai,31.5,97.86
2024-01-14 14:00:00,Chennai,28.9,93.38
2024-01-14 15:00:00,Chennai,31.0,94.79
2024-01-14 16:00:00,Chennai,30.6,97.17
2024-01-14 17:00:00,Madurai,25.5,73.46
2024-01-14 18:00:00,Madurai,25.3,68.38
2024-01-14 19:00:00,Coimbatore,20.9,54.35
2024-01-14 20:00:00,Coimbatore,20.0,52.57
2024-01-14 21:00:00,Salem,21.1,47.6
2024-01-14 22:00:00,Coimbatore,16.8,51.32
2024-01-14 23:00:00,Salem,20.5,41.38
2024-01-15 00:00:00,Salem,20.5,36.9
2024-01-15 01:00:00,Coimbatore,18.5,47.87
2024-01-15 02:00:00,Chennai,19.8,49.07
2024-01-15 03:00:00,Salem,19.9,39.33
2024-01-15 04:00:00,Madurai,25.1,53.84
2024-01-15 05:00:00,Coimbatore,19.0,42.08
2024-01-15 06:00:00,Madurai,25.7,58.67
2024-01-15 07:00:00,Madurai,26.0,63.26
2024-01-15 08:00:00,Salem,28.1,71.22
2024-01-15 09:00:00,Coimbatore,26.4,67.63
2024-01-15 10:00:00,Salem,29.4,78.93
2024-01-15 11:00:00,Salem,30.1,86.64
2024-01-15 12:00:00,Chennai,34.3,112.07
2024-01-15 13:00:00,Chennai,31.7,99.84
2024-01-15 14:00:00,Madurai,30.9,89.88
2024-01-15 15:00:00,Chennai,28.9,94.94
2024-01-15 16:00:00,Coimbatore,27.6,78.18
2024-01-15 17:00:00,Coimbatore,24.0,55.46
2024-01-15 18:00:00,Salem,24.0,56.21
2024-01-15 19:00:00,Salem,23.3,54.78
2024-01-15 20:00:00,Chennai,22.8,65.07
2024-01-15 21:00:00,Salem,21.4,49.04
2024-01-15 22:00:00,Chennai,24.0,54.21
2024-01-15 23:00:00,Madurai,21.7,46.96
2024-01-16 00:00:00,Salem,17.7,33.26
2024-01-16 01:00:00,Salem,19.7,30.82
2024-01-16 02:00:00,Chennai,23.7,45.96
2024-01-16 03:00:00,Salem,18.9,37.47
2024-01-16 04:00:00,Chennai,23.4,52.36
2024-01-16 05:00:00,Madurai,25.9,49.66
2024-01-16 06:00:00,Coimbatore,24.0,48.41
2024-01-16 07:00:00,Coimbatore,25.4,58.59
2024-01-16 08:00:00,Chennai,31.9,91.67
2024-01-16 09:00:00,Salem,28.7,72.7
2024-01-16 10:00:00,Coimbatore,28.8,80.41
2024-01-16 11:00:00,Madurai,34.2,98.1
2024-01-16 12:00:00,Coimbatore,28.4,73.23
2024-01-16 13:00:00,Coimbatore,27.5,75.65
2024-01-16 14:00:00,Salem,29.5,84.14
2024-01-16 15:00:00,Chennai,31.2,104.51
2024-01-16 16:00:00,Madurai,28.0,84.49
2024-01-16 17:00:00,Madurai,26.2,68.06
2024-01-16 18:00:00,Coimbatore,26.4,66.21
2024-01-16 19:00:00,Coimbatore,22.7,57.14
2024-01-16 20:00:00,Chennai,23.8,62.67
2024-01-16 21:00:00,Salem,22.2,47.56
2024-01-16 22:00:00,Salem,20.2,37.41
2024-01-16 23:00:00,Chennai,22.0,49.88
2024-01-17 00:00:00,Chennai,22.8,46.68
2024-01-17 01:00:00,Chennai,20.8,48.81
2024-01-17 02:00:00,Chennai,23.3,43.79
2024-01-17 03:00:00,Salem,23.4,36.01
2024-01-17 04:00:00,Salem,22.7,29.68
2024-01-17 05:00:00,Chennai,25.4,58.11
2024-01-17 06:00:00,Madurai,25.6,58.02
2024-01-17 07:00:00,Chennai,28.0,72.61
2024-01-17 08:00:00,Coimbatore,25.9,64.25
2024-01-17 09:00:00,Madurai,29.3,82.38
2024-01-17 10:00:00,Madurai,31.6,83.38
2024-01-17 11:00:00,Salem,27.4,74.52
2024-01-17 12:00:00,Chennai,33.2,101.38
2024-01-17 13:00:00,Chennai,31.5,101.78
2024-01-17 14:00:00,Coimbatore,28.5,74.76
2024-01-17 15:00:00,Coimbatore,25.9,70.92
2024-01-17 16:00:00,Salem,28.8,75.79
2024-01-17 17:00:00,Salem,27.5,72.3
2024-01-17 18:00:00,Coimbatore,24.8,62.52
2024-01-17 19:00:00,Salem,21.6,53.1
2024-01-17 20:00:00,Coimbatore,22.2,45.81
2024-01-17 21:00:00,Madurai,23.1,46.49
2024-01-17 22:00:00,Coimbatore,17.4,40.74
2024-01-17 23:00:00,Chennai,22.3,49.59
2024-01-18 00:00:00,Salem,20.1,30.57
2024-01-18 01:00:00,Chennai,23.0,48.01
2024-01-18 02:00:00,Chennai,23.1,45.89
2024-01-18 03:00:00,Chennai,24.0,45.53
2024-01-18 04:00:00,Coimbatore,23.0,41.39
2024-01-18 05:00:00,Chennai,27.4,67.9
2024-01-18 06:00:00,Chennai,23.8,61.3
2024-01-18 07:00:00,Madurai,27.1,76.32
2024-01-18 08:00:00,Salem,27.0,62.44
2024-01-18 09:00:00,Chennai,28.6,85.07
2024-01-18 10:00:00,Coimbatore,28.1,77.93
2024-01-18 11:00:00,Madurai,32.5,96.88
2024-01-18 12:00:00,Salem,28.4,75.73
2024-01-18 13:00:00,Madurai,31.4,88.33
2024-01-18 14:00:00,Salem,27.9,73.92
2024-01-18 15:00:00,Madurai,28.9,81.1
2024-01-18 16:00:00,Coimbatore,28.0,69.46
2024-01-18 17:00:00,Chennai,27.8,80.87
2024-01-18 18:00:00,Salem,25.2,57.11
2024-01-18 19:00:00,Salem,21.2,56.45
2024-01-18 20:00:00,Chennai,26.9,73.64
2024-01-18 21:00:00,Madurai,23.4,48.79
2024-01-18 22:00:00,Chennai,22.6,52.03
2024-01-18 23:00:00,Madurai,22.1,37.19
2024-01-19 00:00:00,Salem,18.0,31.02
2024-01-19 01:00:00,Chennai,23.8,47.11
2024-01-19 02:00:00,Coimbatore,19.0,40.31
2024-01-19 03:00:00,Chennai,23.4,46.54
2024-01-19 04:00:00,Madurai,23.1,51.71
2024-01-19 05:00:00,Salem,22.7,38.06
2024-01-19 06:00:00,Chennai,28.0,67.81
2024-01-19 07:00:00,Coimbatore,25.3,60.88
2024-01-19 08:00:00,Salem,28.0,75.0
2024-01-19 09:00:00,Coimbatore,27.2,72.86
2024-01-19 10:00:00,Chennai,32.2,99.18
2024-01-19 11:00:00,Coimbatore,28.0,68.79
2024-01-19 12:00:00,Madurai,33.9,94.25
2024-01-19 13:00:00,Madurai,29.2,88.0
2024-01-19 14:00:00,Coimbatore,29.6,81.97
2024-01-19 15:00:00,Salem,29.9,77.17
2024-01-19 16:00:00,Madurai,27.7,80.67
2024-01-19 17:00:00,Coimbatore,27.7,74.19
2024-01-19 18:00:00,Salem,25.9,67.32
2024-01-19 19:00:00,Salem,24.6,56.58
2024-01-19 20:00:00,Coimbatore,21.2,56.87
2024-01-19 21:00:00,Chennai,23.4,57.43
2024-01-19 22:00:00,Madurai,21.6,47.61
2024-01-19 23:00:00,Madurai,21.9,48.88
2024-01-20 00:00:00,Chennai,23.9,41.09
2024-01-20 01:00:00,Madurai,21.6,51.77
2024-01-20 02:00:00,Salem,19.3,36.51
2024-01-20 03:00:00,Chennai,24.7,53.16
2024-01-20 04:00:00,Madurai,24.8,52.16
2024-01-20 05:00:00,Chennai,26.7,72.27
2024-01-20 06:00:00,Madurai,27.1,68.09
2024-01-20 07:00:00,Coimbatore,24.7,49.71
2024-01-20 08:00:00,Chennai,28.6,87.85
2024-01-20 09:00:00,Salem,27.2,67.52
2024-01-20 10:00:00,Chennai,29.6,91.45
2024-01-20 11:00:00,Madurai,31.3,88.02
2024-01-20 12:00:00,Chennai,32.1,103.68
2024-01-20 13:00:00,Salem,29.0,77.24
2024-01-20 14:00:00,Madurai,27.0,80.48
2024-01-20 15:00:00,Salem,26.8,70.54
2024-01-20 16:00:00,Coimbatore,27.6,82.79
2024-01-20 17:00:00,Coimbatore,24.2,70.46
2024-01-20 18:00:00,Madurai,26.7,73.29
2024-01-20 19:00:00,Salem,21.8,54.37
2024-01-20 20:00:00,Salem,24.0,48.47
2024-01-20 21:00:00,Chennai,23.5,61.82
2024-01-20 22:00:00,Madurai,22.3,46.76
2024-01-20 23:00:00,Chennai,25.2,51.78
2024-01-21 00:00:00,Coimbatore,20.6,38.91
2024-01-21 01:00:00,Salem,19.6,31.36
2024-01-21 02:00:00,Coimbatore,18.7,36.86
2024-01-21 03:00:00,Salem,20.8,31.07
2024-01-21 04:00:00,Coimbatore,21.9,45.32
2024-01-21 05:00:00,Chennai,25.8,69.64
2024-01-21 06:00:00,Coimbatore,23.3,52.89
2024-01-21 07:00:00,Madurai,29.3,81.69
2024-01-21 08:00:00,Salem,27.1,62.05
2024-01-21 09:00:00,Madurai,32.6,94.11
2024-01-21 10:00:00,Salem,29.2,73.97
2024-01-21 11:00:00,Salem,31.7,86.5
2024-01-21 12:00:00,Salem,30.2,86.59
2024-01-21 13:00:00,Madurai,32.2,97.49
2024-01-21 14:00:00,Coimbatore,27.2,70.07
2024-01-21 15:00:00,Coimbatore,26.3,66.82
2024-01-21 16:00:00,Chennai,30.3,88.2
2024-01-21 17:00:00,Coimbatore,26.2,70.9
2024-01-21 18:00:00,Salem,24.8,68.28
2024-01-21 19:00:00,Coimbatore,20.9,61.57
2024-01-21 20:00:00,Chennai,23.1,54.38
2024-01-21 21:00:00,Madurai,21.0,58.09
2024-01-21 22:00:00,Salem,18.3,44.82
2024-01-21 23:00:00,Salem,20.1,31.44
2024-01-22 00:00:00,Coimbatore,20.1,33.79
2024-01-22 01:00:00,Coimbatore,18.9,39.89
2024-01-22 02:00:00,Madurai,19.2,44.21
2024-01-22 03:00:00,Chennai,23.5,44.16
2024-01-22 04:00:00,Coimbatore,21.1,44.94
2024-01-22 05:00:00,Chennai,28.5,61.97
2024-01-22 06:00:00,Salem,23.0,47.11
2024-01-22 07:00:00,Madurai,27.1,73.36
2024-01-22 08:00:00,Salem,29.3,72.55
2024-01-22 09:00:00,Salem,28.9,72.33
2024-01-22 10:00:00,Salem,29.8,83.22
2024-01-22 11:00:00,Chennai,32.3,105.23
2024-01-22 12:00:00,Salem,30.2,88.74
2024-01-22 13:00:00,Chennai,33.0,108.14
2024-01-22 14:00:00,Coimbatore,27.1,79.73
2024-01-22 15:00:00,Madurai,30.9,94.73
2024-01-22 16:00:00,Coimbatore,24.6,66.55
2024-01-22 17:00:00,Chennai,29.0,88.25
2024-01-22 18:00:00,Chennai,27.5,79.71
2024-01-22 19:00:00,Salem,22.7,49.27
2024-01-22 20:00:00,Coimbatore,21.3,48.14
2024-01-22 21:00:00,Coimbatore,19.5,46.27
2024-01-22 22:00:00,Salem,19.2,42.04
2024-01-22 23:00:00,Chennai,22.0,55.39
2024-01-23 00:00:00,Salem,18.5,32.83
2024-01-23 01:00:00,Salem,20.4,37.53
2024-01-23 02:00:00,Madurai,20.6,46.33
